PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional,MVP
182,166,17,39,8,0,5,17,1,0,15,41,0.235,0.297,0.373,0.67,81.0,62.0,2,0,0,1,0,calhoko01,0
284,260,26,65,10,3,6,25,0,2,21,34,0.25,0.31,0.381,0.691,89.0,99.0,6,2,0,1,0,calhowi01,0
3,3,1,1,0,0,1,4,0,0,0,2,0.333,0.333,1.333,1.667,335.0,4.0,0,0,0,0,0,camarda01,0
18,16,1,0,0,0,0,0,0,0,2,6,0.0,0.111,0.0,0.111,-66.0,0.0,0,0,0,0,0,camarjo01,0
115,103,16,20,5,0,4,13,6,0,10,38,0.194,0.278,0.359,0.637,77.0,37.0,2,2,0,0,0,camerda01,0
12,11,1,3,0,0,0,0,0,0,1,1,0.273,0.333,0.273,0.606,75.0,3.0,0,0,0,0,0,campber01,0
5,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,campbpa02,0
38,34,0,3,0,0,0,1,0,0,4,11,0.088,0.184,0.088,0.272,-20.0,3.0,2,0,0,0,0,campulu01,0
626,557,75,151,42,3,16,67,0,0,65,135,0.271,0.351,0.443,0.795,121.0,247.0,10,4,0,0,1,candeje01,0
625,519,93,120,22,4,17,61,12,2,77,128,0.231,0.358,0.387,0.746,111.0,201.0,9,27,0,2,0,canhama01,0
1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,1,0,0,cannigr01,0
356,313,33,71,9,0,7,39,2,0,35,82,0.227,0.309,0.323,0.632,78.0,101.0,13,4,0,4,8,caratvi01,0
619,542,79,144,31,4,18,65,2,1,57,152,0.266,0.343,0.437,0.78,115.0,237.0,5,11,1,8,2,carlsdy01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,carltdr01,0
249,207,18,35,11,1,3,21,2,0,35,77,0.169,0.305,0.275,0.581,63.0,57.0,1,6,0,1,1,carpema01,0
19,15,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,4,0,0,carraca01,0
231,200,20,42,11,1,5,26,0,0,26,66,0.21,0.313,0.35,0.663,81.0,70.0,3,4,1,0,4,casalcu01,0
5,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,1,0,0,castada01,0
1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,castery01,0
7,6,1,3,0,0,1,5,0,0,0,1,0.5,0.429,1.0,1.429,271.0,6.0,0,0,0,1,0,castehu01,0
585,531,95,164,38,1,34,100,3,1,41,121,0.309,0.362,0.576,0.939,138.0,306.0,16,7,0,6,5,casteni01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,castidi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,castidi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,castidi01,0
9,8,0,2,0,0,0,0,0,0,1,1,0.25,0.333,0.25,0.583,62.0,2.0,0,0,0,0,0,castier01,0
4,3,0,1,0,0,0,1,0,0,1,0,0.333,0.5,0.333,0.833,141.0,1.0,0,0,0,0,0,castiiv01,0
59,49,1,8,2,0,0,2,0,0,1,23,0.163,0.18,0.204,0.384,0.0,10.0,1,0,9,0,0,castilu02,0
339,315,35,89,13,1,3,37,1,1,14,72,0.283,0.31,0.359,0.669,87.0,113.0,7,1,4,5,0,castrha01,0
179,149,22,35,7,0,8,21,0,0,25,54,0.235,0.356,0.443,0.799,118.0,66.0,4,3,2,0,1,castrja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,castrke01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,castrmi01,0
93,86,9,17,2,0,5,8,0,0,6,27,0.198,0.258,0.395,0.653,74.0,34.0,4,1,0,0,0,castrro01,0
346,315,25,89,20,0,3,38,0,1,26,62,0.283,0.333,0.375,0.708,95.0,118.0,6,0,0,4,1,castrst01,0
450,413,56,91,15,6,9,38,9,4,23,109,0.22,0.273,0.351,0.624,73.0,145.0,5,8,3,3,1,castrwi01,0
178,164,14,31,6,1,3,13,1,1,10,62,0.189,0.249,0.293,0.541,50.0,48.0,0,3,1,0,0,caveja01,0
8,8,1,3,1,0,0,0,0,0,0,3,0.375,0.375,0.5,0.875,137.0,4.0,1,0,0,0,0,ceasedy01,0
62,59,7,8,3,0,2,3,0,0,3,14,0.136,0.177,0.288,0.466,26.0,17.0,2,0,0,0,0,celesgi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cessalu01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cessalu01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cessalu01,0
7,6,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,1,0,0,chacijh01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,chafian01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,chafian01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,chafian01,0
251,237,32,54,14,3,9,39,1,0,11,69,0.228,0.267,0.426,0.693,87.0,101.0,4,2,0,1,0,changyu01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,chapmar01,0
622,529,75,111,15,3,27,72,3,2,80,202,0.21,0.314,0.403,0.716,100.0,213.0,6,4,0,9,0,chapmma01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,chargjt01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,chargjt01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,chargjt01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,chatwty01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,chatwty01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,chatwty01,0
3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,chaveje01,0
124,121,16,30,7,1,3,11,1,2,1,42,0.248,0.258,0.397,0.655,73.0,48.0,4,1,0,1,0,chavimi01,0
82,79,12,15,4,1,2,6,1,1,1,32,0.19,0.207,0.342,0.549,43.0,27.0,2,1,0,1,0,chavimi01,0
42,42,4,15,3,0,1,5,0,1,0,10,0.357,0.357,0.5,0.857,129.0,21.0,2,0,0,0,0,chavimi01,0
112,97,13,22,5,1,5,15,0,0,9,36,0.227,0.324,0.454,0.778,108.0,44.0,2,5,1,0,0,chiriro01,0
507,464,70,115,20,4,18,53,23,8,34,145,0.248,0.303,0.425,0.728,95.0,197.0,3,4,2,3,0,chishja01,0
305,258,36,59,14,0,11,45,0,0,45,87,0.229,0.348,0.411,0.758,114.0,106.0,5,2,0,0,0,choiji01,0
2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,cimbead01,0
2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,cimbead01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cimbead01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cishest01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cisnejo01,0
6,5,0,1,1,0,0,0,0,0,1,1,0.2,0.333,0.4,0.733,101.0,2.0,0,0,0,0,0,ciuffni01,0
2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,58.0,0.0,0,0,0,0,0,civalaa01,0
3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,82.0,1.0,0,0,0,0,0,clarkta01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,claseem01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,claudal01,0
2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,claysa01,0
3,2,0,1,1,0,0,0,0,0,0,1,0.5,0.5,1.0,1.5,286.0,2.0,0,0,1,0,0,cleavga01,0
133,121,16,28,4,0,3,9,0,1,7,19,0.231,0.285,0.339,0.623,71.0,41.0,3,2,3,0,0,clemeer01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,clippty01,0
1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,cobbal01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,coleaj01,0
231,195,25,41,13,0,4,26,1,1,34,69,0.21,0.33,0.338,0.669,84.0,66.0,4,1,1,0,1,colliza01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,colomal01,0
479,406,52,94,20,0,14,55,1,0,59,104,0.232,0.344,0.384,0.729,100.0,156.0,14,12,0,2,3,confomi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,conlead01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,contrro01,0
185,163,19,35,4,1,8,23,0,0,19,54,0.215,0.303,0.399,0.701,85.0,65.0,3,2,0,1,1,contrwi02,0
483,413,61,98,20,0,21,57,5,4,52,138,0.237,0.34,0.438,0.778,109.0,181.0,11,14,0,4,1,contrwi01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,coonrsa01,0
250,215,30,61,10,1,9,33,1,1,30,68,0.284,0.38,0.465,0.845,128.0,100.0,6,4,0,1,0,coopega03,0
63,53,1,7,0,0,0,0,0,0,3,24,0.132,0.179,0.132,0.311,-12.0,7.0,0,0,7,0,0,corbipa01,0
136,127,12,24,6,0,1,9,1,1,8,51,0.189,0.237,0.26,0.497,34.0,33.0,1,0,1,0,0,cordefr02,0
640,555,104,155,34,1,26,92,0,0,75,116,0.279,0.366,0.485,0.85,131.0,269.0,16,4,0,6,2,correca01,0
1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,cortene01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cottojh01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,couloda01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cousija01,0
65,60,5,13,2,0,1,3,0,0,5,22,0.217,0.277,0.3,0.577,57.0,18.0,1,0,0,0,1,craigwi01,0
549,483,79,144,30,3,24,90,11,3,56,105,0.298,0.373,0.522,0.895,141.0,252.0,8,5,0,5,6,crawfbr01,0
687,619,89,169,37,0,9,54,3,6,58,114,0.273,0.338,0.376,0.715,102.0,233.0,10,5,1,4,1,crawfjp01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,crichst01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,crickky01,0
11,10,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,1,0,0,crismna01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,crochga01,0
547,470,70,132,31,1,28,92,1,0,60,117,0.281,0.375,0.53,0.905,129.0,249.0,11,13,0,4,3,croncj01,0
643,567,94,151,33,7,21,71,4,3,55,90,0.266,0.34,0.46,0.8,122.0,261.0,8,10,3,3,6,croneja01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,crousha01,0
41,35,2,2,1,0,0,0,0,0,1,14,0.057,0.108,0.086,0.194,-46.0,3.0,0,1,4,0,0,crowewi01,0
584,513,79,136,21,1,32,86,3,0,51,126,0.265,0.334,0.497,0.832,129.0,255.0,14,7,0,9,10,cruzne02,0
346,296,44,87,13,1,19,50,3,0,35,63,0.294,0.37,0.537,0.907,148.0,159.0,10,5,0,7,6,cruzne02,0
238,217,35,49,8,0,13,36,0,0,16,63,0.226,0.283,0.442,0.725,101.0,96.0,4,2,0,2,4,cruzne02,0
9,9,2,3,0,0,1,3,0,0,0,4,0.333,0.333,0.667,1.0,162.0,6.0,0,0,0,0,0,cruzon01,0
37,29,1,2,0,0,0,0,1,0,3,9,0.069,0.156,0.069,0.225,-35.0,2.0,0,0,5,0,0,cuetojo01,0
271,247,23,60,15,2,5,22,7,1,17,64,0.243,0.296,0.381,0.676,85.0,94.0,3,2,4,1,1,culbech01,0
5,5,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,curtijo02,0
5,5,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,curtijo02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,curtijo02,0
229,209,21,46,14,0,7,26,0,0,17,53,0.22,0.284,0.388,0.671,76.0,81.0,7,2,0,1,0,darnatr01,0
220,205,19,43,11,0,4,18,2,1,10,59,0.21,0.247,0.322,0.569,55.0,66.0,3,1,1,3,0,dahlda01,0
453,417,50,100,21,5,25,78,2,0,28,156,0.24,0.298,0.494,0.792,107.0,206.0,3,7,0,1,1,dalbebo01,0
55,53,2,5,2,0,0,1,0,0,0,25,0.094,0.111,0.132,0.243,-32.0,7.0,2,1,1,0,0,darviyu01,0
6,6,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,davidtu01,0
44,34,2,6,0,0,0,2,0,0,0,8,0.176,0.176,0.176,0.353,-4.0,6.0,0,0,10,0,0,davieza02,0
1,0,0,0,0,0,0,0,0,0,1,0,,1.0,,,,0.0,0,0,0,0,0,davisau01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,davisau01,0
1,0,0,0,0,0,0,0,0,0,1,0,,1.0,,,,0.0,0,0,0,0,0,davisau01,0
211,179,18,51,12,0,5,23,1,0,24,68,0.285,0.384,0.436,0.82,125.0,78.0,4,6,0,2,1,davisjd01,0
9,9,1,1,1,0,0,0,0,0,0,1,0.111,0.111,0.222,0.333,-12.0,2.0,1,0,0,0,0,davisja03,0
103,87,20,11,1,0,1,4,4,1,12,26,0.126,0.252,0.172,0.425,20.0,15.0,1,3,0,1,0,davisjo05,0
85,70,16,10,1,0,1,4,4,1,11,21,0.143,0.282,0.2,0.482,35.0,14.0,1,3,0,1,0,davisjo05,0
18,17,4,1,0,0,0,0,0,0,1,5,0.059,0.111,0.059,0.17,-51.0,1.0,0,0,0,0,0,davisjo05,0
114,102,11,21,5,1,3,10,0,0,10,31,0.206,0.272,0.363,0.635,75.0,37.0,2,0,0,2,0,daviskh01,0
61,51,8,8,1,1,2,5,0,0,8,16,0.157,0.262,0.333,0.596,63.0,17.0,2,0,0,2,0,daviskh01,0
53,51,3,13,4,0,1,5,0,0,2,15,0.255,0.283,0.392,0.675,88.0,20.0,0,0,0,0,0,daviskh01,0
6,5,0,2,0,0,0,0,0,0,1,0,0.4,0.5,0.4,0.9,150.0,2.0,0,0,0,0,0,davista01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,daviswa01,0
6,5,2,1,0,0,0,0,0,0,1,0,0.2,0.333,0.2,0.533,53.0,1.0,1,0,0,0,0,dawsoro01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,daytogr01,0
331,301,26,85,12,2,2,30,2,1,21,60,0.282,0.332,0.355,0.688,77.0,107.0,9,2,6,1,0,dazayo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,degeubr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,degeubr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,degeubr01,0
7,6,2,2,0,0,0,1,0,0,1,2,0.333,0.429,0.333,0.762,115.0,2.0,0,0,0,0,0,degotal01,0
15,12,1,1,1,0,0,0,0,0,0,5,0.083,0.083,0.167,0.25,-35.0,2.0,0,0,3,0,0,dejonch01,0
219,199,17,59,7,2,5,19,1,1,18,53,0.296,0.356,0.427,0.783,112.0,85.0,8,1,0,1,1,delacbr01,0
5,4,0,1,0,0,0,1,0,0,0,2,0.25,0.25,0.25,0.5,31.0,1.0,0,0,1,0,0,deleojo03,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,delosen01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,delosen01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,delosen01,0
38,30,5,7,2,0,1,7,0,0,6,11,0.233,0.342,0.4,0.742,105.0,12.0,0,0,0,2,0,deanau01,0
33,33,4,12,1,0,0,6,0,0,0,9,0.364,0.364,0.394,0.758,109.0,13.0,0,0,0,0,0,degroja01,0
31,30,0,4,0,0,0,1,0,0,1,14,0.133,0.161,0.133,0.295,-18.0,4.0,0,0,0,0,0,deichgr01,0
402,356,44,70,10,1,19,45,4,1,35,103,0.197,0.284,0.39,0.674,85.0,139.0,6,9,0,2,0,dejonpa01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,delpomi01,0
62,51,2,2,1,0,0,1,0,0,4,33,0.039,0.109,0.059,0.168,-52.0,3.0,0,0,7,0,0,desclan01,0
58,47,4,12,5,0,1,6,2,1,9,11,0.255,0.375,0.426,0.801,108.0,20.0,0,0,2,0,0,deshide02,0
2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,56.0,0.0,0,0,0,0,0,detmere01,0
3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,82.0,1.0,0,0,0,0,0,detwiro01,0
3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,82.0,1.0,0,0,0,0,0,detwiro01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,detwiro01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,devench02,0
46,41,7,10,3,0,0,5,0,0,3,11,0.244,0.304,0.317,0.621,69.0,13.0,0,1,0,1,0,deverjo01,0
664,591,101,165,37,1,38,113,5,5,62,143,0.279,0.352,0.538,0.89,134.0,318.0,13,7,0,4,7,deverra01,0
319,294,28,76,19,0,8,45,0,1,16,62,0.259,0.317,0.405,0.721,97.0,119.0,7,9,0,0,3,diazal02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,diazed04,0
371,338,52,83,18,1,18,44,0,0,30,60,0.246,0.31,0.464,0.774,95.0,157.0,15,2,0,1,1,diazel01,0
278,238,25,46,9,0,4,17,1,1,34,73,0.193,0.293,0.282,0.575,58.0,67.0,2,1,1,3,6,diazis01,0
128,122,16,25,4,1,8,13,0,0,6,33,0.205,0.242,0.451,0.693,82.0,55.0,1,0,0,0,1,diazle01,0
3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,1,0,0,0,0,diazmi02,0
541,465,62,119,20,1,13,64,1,1,69,85,0.256,0.353,0.387,0.74,110.0,180.0,11,3,0,4,4,diazya01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,diazye01,0
312,283,37,66,10,2,13,38,1,0,23,76,0.233,0.304,0.42,0.725,95.0,119.0,7,6,0,0,1,dickeal01,0
365,336,43,91,18,5,6,29,6,5,25,68,0.271,0.326,0.408,0.734,98.0,137.0,8,3,0,1,1,dickeco01,0
225,205,27,54,12,3,2,14,2,4,16,45,0.263,0.324,0.38,0.705,91.0,78.0,5,3,0,1,0,dickeco01,0
140,131,16,37,6,2,4,15,4,1,9,23,0.282,0.329,0.45,0.779,109.0,59.0,3,0,0,0,1,dickeco01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,dicksbr01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,diekmja01,0
240,219,25,59,7,3,4,24,1,0,20,54,0.269,0.329,0.384,0.713,93.0,84.0,2,0,0,1,0,difowi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,diplama01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,dobnara01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,dohyky01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,dolisra01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,dominse01,0
543,457,73,113,26,0,26,72,0,0,74,114,0.247,0.352,0.475,0.827,127.0,217.0,22,4,0,8,2,donaljo02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,doolise01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,doolise01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,doolise01,0
7,6,0,0,0,0,0,0,0,0,1,3,0.0,0.143,0.0,0.143,-55.0,0.0,0,0,0,0,0,dorowry01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,dovalca01,0
543,487,55,105,27,6,16,54,5,4,43,154,0.216,0.285,0.394,0.68,83.0,192.0,12,7,0,6,0,doziehu01,0
88,84,7,23,5,0,4,14,0,0,3,22,0.274,0.307,0.476,0.783,111.0,40.0,3,1,0,0,0,drurybr01,0
187,175,20,42,9,0,5,22,2,1,9,41,0.24,0.278,0.377,0.655,76.0,66.0,5,1,0,2,2,dubonma01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,duffety01,0
322,289,45,83,12,0,5,30,8,1,25,63,0.287,0.357,0.381,0.738,101.0,110.0,16,7,0,1,0,duffyma01,0
297,268,45,69,14,5,8,35,7,0,27,88,0.257,0.33,0.437,0.767,107.0,117.0,4,2,0,0,3,duggast01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,duggero01,0
3,3,0,1,1,0,0,1,0,0,0,2,0.333,0.333,0.667,1.0,172.0,2.0,0,0,0,0,0,dunnju01,0
4,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,85.0,1.0,0,0,1,0,0,dunnida01,0
3,2,0,0,0,0,0,0,0,0,0,2,0.0,0.333,0.0,0.333,3.0,0.0,0,1,0,0,0,duplajo01,0
112,107,17,23,3,2,2,10,2,1,4,40,0.215,0.241,0.336,0.578,53.0,36.0,1,0,0,1,0,duranja01,0
555,513,67,117,17,2,38,113,5,0,35,174,0.228,0.281,0.491,0.772,102.0,252.0,7,4,0,3,1,duvalad01,0
339,314,41,72,10,1,22,68,5,0,21,105,0.229,0.277,0.478,0.755,99.0,150.0,4,1,0,3,0,duvalad01,0
216,199,26,45,7,1,16,45,0,0,14,69,0.226,0.287,0.513,0.8,106.0,102.0,3,3,0,0,1,duvalad01,0
149,135,17,28,7,2,0,10,10,5,10,33,0.207,0.26,0.289,0.549,50.0,39.0,1,0,3,1,0,dysonja01,0
132,122,13,27,7,2,0,10,8,3,6,28,0.221,0.256,0.311,0.567,54.0,38.0,1,0,3,1,0,dysonja01,0
17,13,4,1,0,0,0,0,2,2,4,5,0.077,0.294,0.077,0.371,10.0,1.0,0,0,0,0,0,dysonja01,0
288,254,38,51,10,2,6,30,3,0,22,71,0.201,0.282,0.327,0.608,66.0,83.0,6,7,4,1,0,eatonad02,0
219,189,33,38,8,2,5,28,2,0,20,55,0.201,0.298,0.344,0.642,75.0,65.0,5,6,4,0,0,eatonad02,0
69,65,5,13,2,0,1,2,1,0,2,16,0.2,0.232,0.277,0.509,38.0,18.0,1,1,0,1,0,eatonad02,0
691,641,91,168,41,3,11,56,30,5,38,95,0.262,0.308,0.387,0.695,91.0,248.0,4,6,2,4,1,edmanto01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,edwarca01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,edwarca01,0
1,0,0,0,0,0,0,1,0,0,0,0,,0.0,,,,0.0,0,0,0,1,0,effrosc01,0
37,29,1,0,0,0,0,1,0,0,1,15,0.0,0.065,0.0,0.065,-80.0,0.0,0,1,6,0,0,eflinza01,0
8,5,0,2,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,122.0,2.0,1,0,3,0,0,eickhje01,0
2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,elledse01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,ellisch01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,ellisch01,0
83,69,10,9,2,0,1,5,0,0,10,27,0.13,0.277,0.203,0.48,34.0,14.0,1,4,0,0,1,ellisdr01,0
140,123,21,31,9,0,7,18,7,1,11,31,0.252,0.336,0.496,0.832,123.0,61.0,4,5,0,1,0,engelad01,0
3,2,1,0,0,0,0,0,0,0,1,1,0.0,0.333,0.0,0.333,2.0,0.0,0,0,0,0,0,eovalna01,0
349,319,53,92,21,2,4,28,3,0,17,56,0.288,0.34,0.404,0.744,105.0,129.0,2,9,2,2,0,escobal02,0
599,549,77,139,26,5,28,90,1,0,48,124,0.253,0.314,0.472,0.786,109.0,259.0,3,1,0,1,1,escobed01,0
400,370,50,91,14,3,22,65,1,0,29,85,0.246,0.3,0.478,0.778,107.0,177.0,1,0,0,1,1,escobed01,0
199,179,27,48,12,2,6,25,0,0,19,39,0.268,0.342,0.458,0.8,115.0,82.0,2,1,0,0,0,escobed01,0
1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,eshelto01,0
246,222,32,69,13,1,2,17,6,1,22,30,0.311,0.376,0.405,0.781,113.0,90.0,4,1,1,0,0,espinsa01,0
33,30,2,5,0,0,0,0,0,0,0,15,0.167,0.167,0.167,0.333,-7.0,5.0,0,0,3,0,0,espinpa01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,estevca01,0
132,121,19,33,4,0,7,22,1,0,9,23,0.273,0.333,0.479,0.813,118.0,58.0,2,2,0,0,1,estrath01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,evansde01,0
