PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional,MVP
124,115,19,29,6,0,2,12,2,3,5,31,0.252,0.283,0.357,0.64,81.0,41.0,5,0,4,0,0,culbech01,0
426,396,61,106,25,1,18,60,0,0,19,90,0.268,0.319,0.472,0.791,117.0,187.0,12,11,0,0,0,darnatr01,0
353,317,40,68,9,2,12,39,3,0,29,118,0.215,0.283,0.369,0.652,80.0,117.0,5,3,0,4,0,dalbebo01,0
37,34,3,5,0,0,2,3,0,1,3,13,0.147,0.216,0.324,0.54,55.0,11.0,0,0,0,0,0,davidma02,0
13,10,1,1,0,0,1,1,0,0,3,3,0.1,0.308,0.4,0.708,99.0,4.0,0,0,0,0,0,davidma02,0
24,24,2,4,0,0,1,2,0,1,0,10,0.167,0.167,0.292,0.458,32.0,7.0,0,0,0,0,0,davidma02,0
11,10,2,2,0,0,0,0,1,0,1,3,0.2,0.273,0.2,0.473,40.0,2.0,0,0,0,0,0,davisbr04,0
365,318,46,79,16,1,12,35,1,1,39,122,0.248,0.34,0.418,0.758,116.0,133.0,13,6,0,2,1,davisjd01,0
207,181,26,43,8,1,4,21,1,1,20,66,0.238,0.324,0.359,0.683,97.0,65.0,9,4,0,2,0,davisjd01,0
158,137,20,36,8,0,8,14,0,0,19,56,0.263,0.361,0.496,0.857,142.0,68.0,4,2,0,0,1,davisjd01,0
27,24,4,8,1,0,0,2,0,0,3,11,0.333,0.407,0.375,0.782,120.0,9.0,0,0,0,0,0,davisja03,0
91,76,9,17,1,0,0,4,7,1,14,26,0.224,0.344,0.237,0.581,69.0,18.0,1,0,1,0,0,davisjo05,0
3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,dawsoro01,0
408,372,56,112,21,2,2,34,0,3,26,58,0.301,0.349,0.384,0.733,98.0,143.0,12,4,1,5,0,dazayo01,0
355,329,38,83,20,0,13,43,4,0,19,90,0.252,0.294,0.432,0.725,102.0,142.0,8,2,0,4,0,delacbr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,delosen01,0
9,8,1,3,0,0,0,0,0,0,1,0,0.375,0.444,0.375,0.819,138.0,3.0,0,0,0,0,0,deanau01,0
237,210,19,33,9,0,6,25,3,2,21,79,0.157,0.245,0.286,0.53,52.0,60.0,2,4,0,2,0,dejonpa01,0
167,155,17,33,6,0,1,11,0,2,9,50,0.213,0.265,0.271,0.536,53.0,42.0,4,2,1,0,0,delayja01,0
25,20,3,3,1,0,0,0,0,1,3,5,0.15,0.292,0.2,0.492,45.0,4.0,0,1,1,0,0,deluzbe01,0
96,89,9,19,2,0,3,6,0,0,6,32,0.213,0.26,0.337,0.597,65.0,30.0,2,0,0,1,0,demertr01,0
614,555,84,164,42,1,27,88,3,1,50,114,0.295,0.358,0.521,0.879,141.0,289.0,14,6,0,3,11,deverra01,0
327,305,35,74,13,0,12,38,1,1,18,53,0.243,0.287,0.403,0.691,96.0,123.0,7,2,0,2,0,diazal02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,diazed04,0
381,351,29,80,18,2,9,51,0,1,25,82,0.228,0.281,0.368,0.648,73.0,129.0,8,2,0,3,0,diazel01,0
51,49,3,13,3,0,0,1,0,0,2,7,0.265,0.294,0.327,0.621,83.0,16.0,1,0,0,0,0,diazjo03,0
174,160,12,27,4,0,5,11,1,0,11,54,0.169,0.224,0.288,0.512,44.0,46.0,3,1,0,2,0,diazle01,0
9,8,0,1,1,0,0,1,0,0,1,2,0.125,0.222,0.25,0.472,36.0,2.0,0,0,0,0,0,diazya02,0
558,473,71,140,33,0,9,57,3,3,78,60,0.296,0.401,0.423,0.824,142.0,200.0,10,6,0,1,2,diazya01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,diazyu01,0
36,33,3,4,0,0,1,2,0,0,3,9,0.121,0.194,0.212,0.407,13.0,7.0,3,0,0,0,0,dickeal01,0
297,281,28,75,17,1,6,36,0,0,12,48,0.267,0.3,0.399,0.698,98.0,112.0,4,2,0,2,1,dickeco01,0
6,6,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,difowi01,0
14,14,1,3,1,0,0,1,0,0,0,5,0.214,0.214,0.286,0.5,44.0,4.0,1,0,0,0,0,dixonbr01,0
546,478,59,106,28,0,15,62,2,2,54,148,0.222,0.308,0.374,0.682,93.0,179.0,13,8,0,6,1,donaljo02,0
468,391,64,110,21,1,5,45,2,3,60,70,0.281,0.394,0.379,0.773,124.0,148.0,8,14,1,2,1,donovbr01,0
41,39,4,6,1,0,1,4,0,0,1,21,0.154,0.171,0.256,0.427,17.0,10.0,0,0,0,1,0,downsje01,0
500,462,51,109,26,4,12,41,4,3,34,125,0.236,0.292,0.387,0.679,91.0,179.0,14,3,0,1,0,doziehu01,0
568,518,87,136,31,2,28,87,2,3,38,126,0.263,0.32,0.492,0.813,123.0,255.0,8,8,0,4,0,drurybr01,0
385,350,62,96,22,2,20,59,2,2,29,84,0.274,0.335,0.52,0.855,131.0,182.0,6,4,0,2,0,drurybr01,0
183,168,25,40,9,0,8,28,0,1,9,42,0.238,0.29,0.435,0.724,107.0,73.0,2,4,0,2,0,drurybr01,0
265,243,31,52,9,0,5,24,2,3,13,30,0.214,0.252,0.313,0.565,61.0,76.0,7,1,3,5,0,dubonma01,0
49,46,10,11,1,0,2,8,0,0,1,4,0.239,0.245,0.391,0.636,78.0,18.0,0,0,0,2,0,dubonma01,0
216,197,21,41,8,0,3,16,2,3,12,26,0.208,0.254,0.294,0.548,57.0,58.0,7,1,3,3,0,dubonma01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,duffety01,0
247,228,14,57,8,0,2,16,0,0,17,50,0.25,0.308,0.311,0.619,77.0,71.0,6,2,0,0,0,duffyma01,0
80,72,7,11,3,1,0,4,5,1,7,41,0.153,0.225,0.222,0.447,28.0,16.0,0,0,0,1,0,duggast01,0
41,36,5,4,0,1,0,0,1,1,5,25,0.111,0.22,0.167,0.386,12.0,6.0,0,0,0,0,0,duggast01,0
39,36,2,7,3,0,0,4,4,0,2,16,0.194,0.231,0.278,0.509,45.0,10.0,0,0,0,1,0,duggast01,0
19,17,2,3,0,0,0,0,1,1,2,12,0.176,0.263,0.176,0.44,29.0,3.0,0,0,0,0,0,duggast01,0
22,19,3,1,0,1,0,0,0,0,3,13,0.053,0.182,0.158,0.34,-2.0,3.0,0,0,0,0,0,duggast01,0
11,10,2,3,1,0,1,1,0,0,0,3,0.3,0.364,0.7,1.064,192.0,7.0,0,1,0,0,0,dunanjo01,0
220,208,25,49,10,1,5,25,4,1,12,54,0.236,0.277,0.365,0.643,81.0,76.0,3,0,0,0,0,duranez01,0
223,204,23,45,14,3,3,17,7,1,14,63,0.221,0.283,0.363,0.645,78.0,74.0,1,4,0,1,0,duranja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,duranjh01,0
315,287,39,61,16,1,12,36,0,2,21,101,0.213,0.276,0.401,0.677,86.0,115.0,2,5,0,2,0,duvalad01,0
122,106,16,28,4,3,1,12,11,1,10,30,0.264,0.331,0.387,0.717,103.0,41.0,2,2,1,3,0,eatonna01,0
630,577,95,153,31,4,13,57,32,3,46,111,0.265,0.324,0.4,0.725,107.0,231.0,10,5,1,1,2,edmanto01,0
17,16,2,3,1,0,0,1,0,0,1,7,0.188,0.235,0.25,0.485,39.0,4.0,0,0,0,0,0,ellisdr01,0
14,13,2,2,1,0,0,1,0,0,1,6,0.154,0.214,0.231,0.445,27.0,3.0,0,0,0,0,0,ellisdr01,0
3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,97.0,1.0,0,0,0,0,0,ellisdr01,0
81,77,7,14,3,0,3,14,2,0,3,32,0.182,0.21,0.338,0.548,52.0,26.0,3,0,0,1,0,encarje01,0
260,245,32,55,13,1,2,17,12,4,11,76,0.224,0.269,0.31,0.579,65.0,76.0,2,4,0,0,1,engelad01,0
131,124,12,27,4,2,0,8,1,1,5,32,0.218,0.26,0.282,0.542,57.0,35.0,1,2,0,0,0,escobal02,0
542,495,58,119,26,4,20,69,0,2,40,129,0.24,0.295,0.43,0.726,106.0,213.0,4,1,0,6,3,escobed01,0
491,449,51,120,25,0,7,51,6,6,36,68,0.267,0.322,0.37,0.692,99.0,166.0,12,2,1,3,1,espinsa01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,estevca01,0
541,488,71,127,22,2,14,62,21,6,33,89,0.26,0.322,0.4,0.722,105.0,195.0,10,14,1,5,0,estrath01,0
110,97,14,24,4,1,5,6,0,2,8,34,0.247,0.336,0.464,0.8,118.0,45.0,1,5,0,0,0,faircst01,0
107,94,14,24,4,1,5,6,0,2,8,32,0.255,0.346,0.479,0.825,125.0,45.0,1,5,0,0,0,faircst01,0
3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,faircst01,0
8,8,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,faircst01,0
99,86,13,24,4,1,5,6,0,2,8,29,0.279,0.374,0.523,0.897,144.0,45.0,1,5,0,0,0,faircst01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,familje01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,familje01,0
583,526,58,134,25,1,14,78,4,3,33,99,0.255,0.315,0.386,0.701,92.0,203.0,20,16,2,6,0,farmeky01,0
5,4,0,1,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65,90.0,1.0,0,0,0,0,0,felicma01,0
7,7,1,0,0,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,fermifr01,0
228,216,20,55,9,1,2,17,1,0,7,16,0.255,0.288,0.333,0.621,76.0,72.0,6,3,2,0,0,fletcda02,0
602,525,72,120,28,1,19,71,0,0,59,103,0.229,0.316,0.394,0.71,101.0,207.0,7,11,0,7,1,florewi01,0
35,31,4,3,0,0,0,1,2,0,3,13,0.097,0.2,0.097,0.297,-11.0,3.0,0,1,0,0,0,flories01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,florody01,0
149,131,9,27,5,0,3,10,0,0,17,40,0.206,0.302,0.313,0.615,77.0,41.0,1,1,0,0,0,fordmi01,0
137,120,9,26,5,0,3,8,0,0,16,38,0.217,0.314,0.333,0.647,86.0,40.0,1,1,0,0,0,fordmi01,0
12,11,0,1,0,0,0,2,0,0,1,2,0.091,0.167,0.091,0.258,-25.0,1.0,0,0,0,0,0,fordmi01,0
4,4,0,1,0,0,0,2,0,0,0,0,0.25,0.25,0.25,0.5,44.0,1.0,0,0,0,0,0,fordmi01,0
38,29,1,5,1,0,0,3,0,0,8,12,0.172,0.368,0.207,0.575,76.0,6.0,0,1,0,0,0,fordmi01,0
8,7,0,0,0,0,0,0,0,0,1,2,0.0,0.125,0.0,0.125,-61.0,0.0,0,0,0,0,0,fordmi01,0
99,91,8,21,4,0,3,5,0,0,8,26,0.231,0.293,0.374,0.667,88.0,34.0,1,0,0,0,0,fordmi01,0
240,217,41,50,6,1,9,24,5,3,18,45,0.23,0.304,0.392,0.696,95.0,85.0,5,5,0,0,0,forteni01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,fostema01,0
28,25,2,2,0,0,0,2,1,0,1,9,0.08,0.115,0.08,0.195,-42.0,2.0,1,0,2,0,0,foxlu01,0
247,216,33,56,9,0,12,28,4,1,26,54,0.259,0.344,0.468,0.812,121.0,101.0,1,3,0,2,1,fraleja01,0
613,551,65,151,27,1,20,83,0,0,35,94,0.274,0.338,0.436,0.774,125.0,240.0,18,21,0,5,3,francty01,0
388,371,31,85,15,0,9,39,1,0,12,75,0.229,0.255,0.342,0.597,71.0,127.0,18,2,0,3,0,francma02,0
344,314,46,87,20,3,6,33,8,0,26,33,0.277,0.328,0.417,0.746,116.0,131.0,5,0,0,4,1,francwa01,0
602,541,61,129,22,4,3,42,11,6,46,73,0.238,0.301,0.311,0.612,80.0,168.0,15,5,4,6,1,fraziad01,0
45,37,4,8,3,0,0,1,1,0,7,11,0.216,0.356,0.297,0.653,86.0,11.0,1,1,0,0,0,frazicl01,0
708,612,117,199,47,2,21,100,13,3,84,102,0.325,0.407,0.511,0.918,156.0,313.0,6,5,0,7,12,freemfr01,0
86,77,9,19,3,0,0,3,1,0,4,11,0.247,0.314,0.286,0.6,76.0,22.0,2,4,0,1,0,freemty01,0
258,225,33,54,10,5,8,25,7,2,20,40,0.24,0.314,0.436,0.75,104.0,98.0,3,7,0,6,0,friedtj01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,fulmemi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,fulmemi01,0
47,42,1,9,5,0,0,5,0,0,3,13,0.214,0.267,0.333,0.6,69.0,14.0,0,0,2,0,0,gallaca01,0
410,350,48,56,8,2,19,47,3,0,56,163,0.16,0.28,0.357,0.638,79.0,125.0,0,3,0,1,0,gallojo01,0
273,233,32,37,4,1,12,24,2,0,40,106,0.159,0.282,0.339,0.621,76.0,79.0,0,0,0,0,0,gallojo01,0
137,117,16,19,4,1,7,23,1,0,16,57,0.162,0.277,0.393,0.671,86.0,46.0,0,3,0,1,0,gallojo01,0
423,371,42,86,20,2,9,46,5,1,48,98,0.232,0.324,0.369,0.693,97.0,137.0,5,3,0,1,2,gamelbe01,0
657,605,88,151,34,5,27,101,25,6,40,183,0.25,0.3,0.456,0.756,112.0,276.0,9,6,0,6,2,garciad02,0
115,108,6,23,2,0,1,4,0,1,3,34,0.213,0.248,0.259,0.507,40.0,28.0,4,2,2,0,0,garciar01,0
380,357,31,80,9,0,8,35,4,0,17,109,0.224,0.266,0.317,0.582,64.0,113.0,12,4,0,2,0,garciav01,0
125,116,13,24,6,0,5,20,0,0,8,55,0.207,0.264,0.388,0.652,89.0,45.0,1,1,0,0,0,garcide02,0
315,300,38,63,8,0,3,20,2,0,7,65,0.21,0.233,0.267,0.5,42.0,80.0,6,3,2,3,0,garcile02,0
377,360,29,99,23,2,7,45,3,4,11,84,0.275,0.295,0.408,0.704,101.0,147.0,6,1,1,4,1,garcilu04,0
23,22,1,7,1,0,0,2,0,0,1,5,0.318,0.348,0.364,0.711,103.0,8.0,1,0,0,0,0,garcima01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,garciri01,0
162,150,23,35,3,0,9,18,0,0,8,48,0.233,0.284,0.433,0.717,102.0,65.0,2,3,0,1,0,garliky01,0
11,10,1,3,1,0,0,1,0,0,1,4,0.3,0.364,0.4,0.764,121.0,4.0,0,0,0,0,0,garnedu01,0
84,76,13,21,8,0,4,10,3,1,3,27,0.276,0.309,0.539,0.848,135.0,41.0,1,1,0,1,0,garrest01,0
215,188,23,39,7,0,10,24,1,1,23,53,0.207,0.298,0.404,0.702,98.0,76.0,3,2,0,2,0,garvemi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,gilbrlu01,0
557,491,66,146,26,3,17,69,20,3,34,112,0.297,0.371,0.466,0.837,141.0,229.0,9,25,4,3,4,gimenan01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,ginkeke01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,givenmy01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,givenmy01,0
22,20,3,1,0,0,0,1,0,0,2,9,0.05,0.136,0.05,0.186,-44.0,1.0,0,0,0,0,0,godoyjo01,0
5,3,2,0,0,0,0,0,0,0,2,2,0.0,0.4,0.0,0.4,29.0,0.0,0,0,0,0,0,godoyjo01,0
17,17,1,1,0,0,0,1,0,0,0,7,0.059,0.059,0.059,0.118,-66.0,1.0,0,0,0,0,0,godoyjo01,0
651,561,106,178,41,0,35,115,7,0,79,141,0.317,0.404,0.578,0.981,177.0,324.0,7,5,0,4,1,goldspa01,1
293,277,23,65,12,0,8,31,2,0,8,47,0.235,0.26,0.365,0.625,72.0,101.0,15,3,1,4,0,gomesya01,0
41,37,4,7,1,0,0,3,1,0,4,12,0.189,0.268,0.216,0.485,40.0,8.0,1,0,0,0,0,gonzaer01,0
350,311,31,79,17,2,4,36,10,2,30,75,0.254,0.323,0.36,0.683,95.0,112.0,5,4,0,5,1,gonzalu03,0
207,184,20,34,7,0,6,18,3,0,14,54,0.185,0.255,0.321,0.576,63.0,59.0,8,4,3,2,0,gonzama01,0
382,362,39,107,27,0,11,43,1,2,15,75,0.296,0.327,0.461,0.789,125.0,167.0,6,3,0,2,2,gonzaos01,0
109,105,15,25,4,1,2,11,0,1,2,39,0.238,0.257,0.352,0.609,72.0,37.0,3,1,0,1,0,gonzaro01,0
45,43,2,5,2,0,0,1,1,0,2,23,0.116,0.156,0.163,0.318,-8.0,7.0,0,0,0,0,0,goodrni01,0
443,405,45,110,28,4,9,50,6,4,19,105,0.272,0.316,0.427,0.743,111.0,173.0,8,10,3,6,1,gordoni01,0
8,7,1,1,0,0,0,0,3,0,0,3,0.143,0.143,0.143,0.286,-17.0,1.0,0,0,1,0,0,gorete01,0
313,283,44,64,13,0,14,35,1,0,28,103,0.226,0.3,0.42,0.721,104.0,119.0,2,2,0,0,0,gormano01,0
77,74,6,11,0,1,0,2,0,0,2,24,0.149,0.182,0.176,0.357,2.0,13.0,1,1,0,0,0,gosseph01,0
24,23,4,6,0,0,0,0,0,0,1,6,0.261,0.292,0.261,0.553,56.0,6.0,0,0,0,0,0,gosseph01,0
53,51,2,5,0,1,0,2,0,0,1,18,0.098,0.132,0.137,0.269,-23.0,7.0,1,1,0,0,0,gosseph01,0
376,327,15,66,7,0,5,27,1,0,45,79,0.202,0.301,0.269,0.57,64.0,88.0,8,2,0,2,1,grandya01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,graveke01,0
418,376,46,95,18,4,5,42,1,4,36,120,0.253,0.321,0.362,0.682,97.0,136.0,8,3,0,3,0,greenri03,0
232,214,17,45,9,4,1,19,1,0,13,36,0.21,0.263,0.304,0.567,61.0,65.0,0,3,0,2,0,gregodi01,0
8,6,0,1,0,0,0,0,0,0,2,3,0.167,0.375,0.167,0.542,62.0,1.0,0,0,0,0,0,greingr01,0
538,506,60,131,21,3,19,73,4,0,24,127,0.259,0.299,0.425,0.724,93.0,215.0,12,6,0,2,0,grichra01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,grimmju01,0
524,451,58,83,16,2,17,53,7,1,57,150,0.184,0.284,0.341,0.626,81.0,154.0,3,7,7,2,1,grishtr01,0
156,141,24,41,6,0,5,18,5,2,11,34,0.291,0.353,0.44,0.792,119.0,62.0,0,3,0,1,1,grissva01,0
65,61,9,16,0,0,1,2,0,0,4,13,0.262,0.308,0.311,0.619,76.0,19.0,2,0,0,0,0,groshjo01,0
477,411,40,86,19,1,7,45,6,2,56,129,0.209,0.31,0.311,0.622,78.0,128.0,3,6,0,4,0,grossro01,0
320,273,24,56,13,1,2,23,3,1,38,90,0.205,0.313,0.282,0.595,74.0,77.0,2,6,0,3,0,grossro01,0
157,138,16,30,6,0,5,22,3,1,18,39,0.217,0.306,0.37,0.675,87.0,51.0,1,0,0,1,0,grossro01,0
706,638,90,175,35,0,32,97,8,3,58,116,0.274,0.339,0.48,0.818,133.0,306.0,26,6,0,4,6,guerrvl02,0
335,297,33,81,12,1,2,17,1,0,34,46,0.273,0.351,0.34,0.691,101.0,101.0,15,2,2,0,1,guilllu01,0
493,453,52,132,32,1,5,52,3,4,31,83,0.291,0.343,0.4,0.743,114.0,181.0,11,6,0,2,1,gurrilo01,0
584,545,53,132,40,0,8,53,8,0,30,73,0.242,0.288,0.36,0.647,85.0,196.0,13,6,0,3,0,gourryu01,0
28,21,3,7,0,0,1,5,1,0,6,7,0.333,0.5,0.476,0.976,180.0,10.0,0,1,0,0,0,guthrda01,0
33,28,2,4,1,0,0,3,1,0,4,8,0.143,0.25,0.179,0.429,27.0,5.0,1,0,0,0,0,gutieke01,0
6,6,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100.0,0.0,1,0,0,0,0,guzmaro01,0
351,323,41,82,17,1,14,44,0,0,24,97,0.254,0.305,0.443,0.748,112.0,143.0,9,1,0,3,1,haaseer01,0
59,50,4,12,2,0,0,3,0,0,8,17,0.24,0.345,0.28,0.625,81.0,14.0,0,0,1,0,0,hagerja01,0
201,176,29,45,9,1,5,23,13,1,18,53,0.256,0.335,0.403,0.738,116.0,71.0,4,4,1,2,3,haggesa01,0
142,136,19,34,8,1,9,16,0,0,5,44,0.25,0.282,0.522,0.804,122.0,71.0,3,1,0,0,0,hallda02,0
23,20,13,1,0,0,0,0,10,1,2,12,0.05,0.136,0.05,0.186,-44.0,1.0,0,0,1,0,0,hamilbi02,0
15,13,9,1,0,0,0,0,7,0,1,8,0.077,0.143,0.077,0.22,-35.0,1.0,0,0,1,0,0,hamilbi02,0
8,7,4,0,0,0,0,0,3,1,1,4,0.0,0.125,0.0,0.125,-60.0,0.0,0,0,0,0,0,hamilbi02,0
23,18,5,1,0,0,1,1,0,0,4,14,0.056,0.227,0.222,0.449,30.0,4.0,0,0,1,0,0,hamilca01,0
226,199,29,42,7,3,2,15,12,2,21,63,0.211,0.287,0.307,0.594,61.0,61.0,3,1,3,2,0,hampsga01,0
247,224,31,55,8,0,11,34,0,0,20,65,0.246,0.308,0.429,0.736,114.0,96.0,7,1,0,2,1,hanigmi01,0
641,573,72,155,42,2,17,72,9,4,58,149,0.271,0.342,0.44,0.781,117.0,252.0,11,6,0,4,4,happia01,0
426,370,63,106,28,1,18,65,11,4,46,87,0.286,0.364,0.514,0.877,146.0,190.0,13,3,0,7,9,harpebr03,0
441,414,75,123,27,3,19,64,20,2,21,107,0.297,0.339,0.514,0.853,133.0,213.0,7,5,1,0,0,harrimi04,0
425,386,50,99,19,2,7,27,2,1,21,71,0.256,0.317,0.37,0.687,95.0,143.0,9,14,2,2,0,harrijo05,0
14,11,5,2,0,0,1,3,1,0,2,8,0.182,0.357,0.455,0.812,129.0,5.0,1,1,0,0,0,harrimo01,0
25,21,4,5,0,0,0,2,0,0,3,7,0.238,0.333,0.238,0.571,67.0,5.0,0,0,1,0,0,haselad01,0
560,505,55,123,24,3,7,41,20,5,48,122,0.244,0.314,0.345,0.659,88.0,174.0,12,5,0,2,0,hayeske01,0
582,535,66,134,35,2,16,60,2,4,34,114,0.25,0.306,0.413,0.719,105.0,221.0,11,10,0,3,0,haysau01,0
338,294,26,48,4,0,7,30,2,0,25,78,0.163,0.241,0.248,0.489,42.0,73.0,12,6,10,3,0,hedgeau01,0
450,406,51,92,20,1,16,48,2,0,41,87,0.227,0.298,0.399,0.697,96.0,162.0,10,1,0,2,0,heimjo01,0
174,157,16,34,8,0,0,9,1,0,8,17,0.217,0.276,0.268,0.544,56.0,42.0,3,5,4,0,0,heinety01,0
16,15,2,4,2,0,0,1,0,0,0,4,0.267,0.267,0.4,0.667,89.0,6.0,1,0,1,0,0,heinety01,0
158,142,14,30,6,0,0,8,1,0,8,13,0.211,0.277,0.254,0.531,53.0,36.0,2,5,3,0,0,heinety01,0
132,116,12,30,7,1,4,18,1,1,16,34,0.259,0.348,0.44,0.788,126.0,51.0,1,0,0,0,1,hendegu01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,hendrli01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,hendrry01,0
35,28,2,4,0,0,0,4,0,0,5,8,0.143,0.314,0.143,0.457,36.0,4.0,0,2,0,0,0,henrypa01,0
34,29,7,10,2,1,1,5,0,0,5,6,0.345,0.441,0.586,1.027,192.0,17.0,3,0,0,0,0,henslda01,0
82,76,12,12,3,1,3,8,0,0,6,32,0.158,0.22,0.342,0.562,53.0,26.0,1,0,0,0,0,heredgu01,0
73,61,7,7,2,0,0,4,1,0,7,27,0.115,0.25,0.148,0.398,15.0,9.0,0,4,1,0,0,hermomi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,hernaca04,0
617,560,64,139,28,4,1,34,10,4,45,114,0.248,0.311,0.318,0.629,83.0,178.0,9,7,3,2,0,hernace02,0
35,33,4,6,2,0,0,3,0,0,1,15,0.182,0.2,0.242,0.442,25.0,8.0,1,0,0,1,0,hernael02,0
402,361,48,80,24,0,6,45,0,2,34,71,0.222,0.291,0.338,0.629,75.0,122.0,11,3,0,4,0,hernaen02,0
535,499,71,133,35,1,25,77,6,3,34,152,0.267,0.316,0.491,0.807,128.0,245.0,18,2,0,0,0,hernate01,0
327,305,30,82,16,0,9,41,2,1,19,74,0.269,0.312,0.41,0.722,107.0,125.0,9,1,0,2,0,hernaya01,0
28,24,2,2,0,0,0,0,2,0,2,4,0.083,0.154,0.083,0.237,-30.0,2.0,0,0,2,0,0,hernayo02,0
22,18,0,2,0,0,0,1,0,0,2,8,0.111,0.19,0.111,0.302,-10.0,2.0,0,0,1,1,0,herreiv01,0
124,111,9,21,2,0,0,5,0,0,9,34,0.189,0.25,0.207,0.457,32.0,23.0,1,0,4,0,0,herrejo04,0
197,185,23,44,9,1,5,21,6,0,11,42,0.238,0.279,0.378,0.658,85.0,70.0,3,0,0,1,0,herreod01,0
151,137,15,28,5,1,1,10,1,0,11,32,0.204,0.278,0.277,0.556,56.0,38.0,3,3,0,0,0,heywaja01,0
4,4,1,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,hicklbr01,0
453,384,54,83,9,2,8,40,10,3,62,109,0.216,0.33,0.313,0.642,85.0,120.0,10,4,1,2,3,hicksaa01,0
248,229,27,52,7,0,10,31,0,1,12,52,0.227,0.264,0.389,0.653,83.0,89.0,5,1,2,4,0,higasky01,0
229,201,23,46,11,1,6,30,0,0,22,58,0.229,0.31,0.383,0.693,93.0,77.0,2,2,3,1,0,higgipj01,0
92,83,8,19,2,0,1,3,3,0,5,28,0.229,0.27,0.289,0.559,62.0,24.0,0,0,3,1,0,hillde01,0
200,174,26,32,6,1,2,14,5,1,23,57,0.184,0.28,0.264,0.544,48.0,46.0,2,1,0,2,0,hillisa01,0
266,234,34,53,8,1,14,32,5,2,23,111,0.226,0.316,0.449,0.765,113.0,105.0,3,8,0,1,0,hiurake01,0
517,481,60,135,22,5,10,55,20,2,28,57,0.281,0.327,0.41,0.736,105.0,197.0,11,6,0,2,4,hoernni01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,hoffmje02,0
672,589,81,145,33,2,30,79,2,1,72,169,0.246,0.332,0.462,0.794,123.0,272.0,12,6,0,4,0,hoskirh01,0
419,380,38,102,19,0,8,44,0,0,37,64,0.268,0.334,0.382,0.716,107.0,145.0,12,1,0,1,5,hosmeer01,0
369,335,32,91,16,0,8,40,0,0,33,55,0.272,0.336,0.391,0.727,111.0,131.0,10,0,0,1,5,hosmeer01,0
50,45,6,11,3,0,0,4,0,0,4,9,0.244,0.32,0.311,0.631,77.0,14.0,2,1,0,0,0,hosmeer01,0
